symbol,name,country
GENC,Gencor Industries Inc. Common Stock,United States
GENK,GEN Restaurant Group Inc. Class A Common Stock,United States
GEO,Geo Group Inc (The) REIT,United States
GEOS,Geospace Technologies Corporation Common Stock (Texas),United States
GERN,Geron Corporation Common Stock,United States
GES,Guess? Inc. Common Stock,United States
GETY,Getty Images Holdings Inc. Class A Common Stock,United States
GEV,GE Vernova Inc. Common Stock,United States
GEVO,Gevo Inc. Common Stock,United States
GF,New Germany Fund Inc. (The) Common Stock,United States
GFF,Griffon Corporation Common Stock,United States
GFS,GlobalFoundries Inc. Ordinary Shares,United States
GGG,Graco Inc. Common Stock,United States
GGN,GAMCO Global Gold Natural Resources & Income Trust,United States
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,United States
GH,Guardant Health Inc. Common Stock,United States
GHC,Graham Holdings Company Common Stock,United States
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,United States
GHLD,Guild Holdings Company Class A Common Stock,United States
GHM,Graham Corporation Common Stock,United States
GHY,PGIM Global High Yield Fund Inc.,United States
GIC,Global Industrial Company Common Stock,United States
GIFI,Gulf Island Fabrication Inc. Common Stock,United States
GIFT,Giftify Inc. Common Stock,United States
GIG,GigCapital7 Corp. Class A Ordinary Share,United States
GIGGU,GigCapital7 Corp. Unit,United States
GIGGW,GigCapital7 Corp. Warrant,United States
GIII,G-III Apparel Group LTD. Common Stock,United States
GILD,Gilead Sciences Inc. Common Stock,United States
GIPR,Generation Income Properties Inc. Common Stock,United States
GIPRW,Generation Income Properties Inc Warrant,United States
GIS,General Mills Inc. Common Stock,United States
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,United States
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,United States
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,United States
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,United States
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,United States
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,United States
GKOS,Glaukos Corporation Common Stock,United States
GL,Globe Life Inc. Common Stock,United States
GLAD,Gladstone Capital Corporation Common Stock,United States
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,United States
GLBZ,Glen Burnie Bancorp Common Stock,United States
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,United States
GLO,Clough Global Opportunities Fund Common Stock,United States
GLOB,Globant S.A. Common Shares,United States
GLP,Global Partners LP Common Units representing Limited Partner Interests,United States
GLPI,Gaming and Leisure Properties Inc. Common Stock,United States
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,United States
GLSI,Greenwich LifeSciences Inc. Common Stock,United States
GLST,Global Star Acquisition Inc. Class A Common Stock,United States
GLSTR,Global Star Acquisition Inc. Right,United States
GLSTU,Global Star Acquisition Inc. Unit,United States
GLSTW,Global Star Acquisition Inc. Warrants,United States
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,United States
GLUE,Monte Rosa Therapeutics Inc. Common Stock,United States
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,United States
GLW,Corning Incorporated Common Stock,United States
GLYC,GlycoMimetics Inc. Common Stock,United States
GM,General Motors Company Common Stock,United States
GME,GameStop Corporation Common Stock,United States
GMED,Globus Medical Inc. Class A Common Stock,United States
GMGI,Golden Matrix Group Inc. Common Stock,United States
GMRE,Global Medical REIT Inc. Common Stock,United States
GMS,GMS Inc. Common Stock,United States
GNE,Genie Energy Ltd. Class B Common Stock Stock,United States
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),United States
GNL,Global Net Lease Inc. Common Stock,United States
GNLN,Greenlane Holdings Inc. Class A Common Stock,United States
GNLX,Genelux Corporation Common Stock,United States
GNPX,Genprex Inc. Common Stock,United States
GNRC,Generac Holdlings Inc. Common Stock,United States
GNSS,Genasys Inc. Common Stock,United States
GNT,GAMCO Natural Resources Gold & Income Trust,United States
GNTX,Gentex Corporation Common Stock,United States
GNTY,Guaranty Bancshares Inc. Common Stock,United States
GNW,Genworth Financial Inc Common Stock,United States
GO,Grocery Outlet Holding Corp. Common Stock,United States
GOCO,GoHealth Inc. Class A Common Stock,United States
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,United States
GOGO,Gogo Inc. Common Stock,United States
GOLF,Acushnet Holdings Corp. Common Stock,United States
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,United States
GOOG,Alphabet Inc. Class C Capital Stock,United States
GOOGL,Alphabet Inc. Class A Common Stock,United States
GORO,Gold Resource Corporation Common Stock,United States
GORV,Lazydays Holdings Inc. Common Stock,United States
GOSS,Gossamer Bio Inc. Common Stock,United States
GOVX,GeoVax Labs Inc. Common Stock,United States
GOVXW,GeoVax Labs Inc. Warrants,United States
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,United States
GPATW,GP-Act III Acquisition Corp. Warrants,United States
GPC,Genuine Parts Company Common Stock,United States
GPCR,Structure Therapeutics Inc. American Depositary Shares,United States
GPI,Group 1 Automotive Inc. Common Stock,United States
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,United States
GPK,Graphic Packaging Holding Company,United States
GPMT,Granite Point Mortgage Trust Inc. Common Stock,United States
GPN,Global Payments Inc. Common Stock,United States
GPOR,Gulfport Energy Corporation Common Shares,United States
GPRE,Green Plains Inc. Common Stock,United States
GPRO,GoPro Inc. Class A Common Stock,United States
GPUS,Hyperscale Data Inc. Common Stock,United States
GRAL,GRAIL Inc. Common Stock ,United States
GRBK,Green Brick Partners Inc. Common Stock,United States
GRC,Gorman-Rupp Company (The) Common Stock,United States
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,United States
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,United States
GRF,Eagle Capital Growth Fund Inc. Common Stock,United States
GRI,GRI Bio Inc. Common Stock,United States
GRNT,Granite Ridge Resources Inc. Common Stock,United States
GROW,U.S. Global Investors Inc. Class A Common Stock,United States
GRPN,Groupon Inc. Common Stock,United States
GRWG,GrowGeneration Corp. Common Stock,United States
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,United States
GRYP,Gryphon Digital Mining Inc Common Stock,United States
GS,Goldman Sachs Group Inc. (The) Common Stock,United States
GSAT,Globalstar Inc. Common Stock,United States
GSBC,Great Southern Bancorp Inc. Common Stock,United States
GSBD,Goldman Sachs BDC Inc. Common Stock,United States
GSHD,Goosehead Insurance Inc. Class A Common Stock,United States
GSIT,GSI Technology Common Stock,United States
GSRT,GSR III Acquisition Corp. Ordinary Shares,United States
GSRTR,GSR III Acquisition Corp. Right,United States
GT,The Goodyear Tire & Rubber Company Common Stock,United States
GTBP,GT Biopharma Inc. Common Stock,United States
GTIM,Good Times Restaurants Inc. Common Stock,United States
GTLB,GitLab Inc. Class A Common Stock,United States
GTLS,Chart Industries Inc. Common Stock,United States
GTN,Gray Media Inc. Common Stock,United States
GTY,Getty Realty Corporation Common Stock,United States
GUG,Guggenheim Active Allocation Fund Common Shares of Beneficial Interest,United States
GUT,Gabelli Utility Trust (The) Common Stock,United States
GUTS,Fractyl Health Inc. Common Stock,United States
GVA,Granite Construction Incorporated Common Stock,United States
GWAV,Greenwave Technology Solutions Inc. Common Stock,United States
GWH,ESS Tech Inc. Common Stock,United States
GWRE,Guidewire Software Inc. Common Stock,United States
GWRS,Global Water Resources Inc. Common Stock,United States
GWW,W.W. Grainger Inc. Common Stock,United States
GXAI,Gaxos.ai Inc. Common Stock,United States
GXO,GXO Logistics Inc. Common Stock ,United States
GYRE,Gyre Therapeutics Inc. Common Stock,United States
GYRO,Gyrodyne LLC Common Stock,United States
H,Hyatt Hotels Corporation Class A Common Stock,United States
HAE,Haemonetics Corporation Common Stock,United States
HAFC,Hanmi Financial Corporation Common Stock,United States
HAIN,Hain Celestial Group Inc. (The) Common Stock,United States
HAL,Halliburton Company Common Stock,United States
HALO,Halozyme Therapeutics Inc. Common Stock,United States
HAS,Hasbro Inc. Common Stock,United States
HASI,HA Sustainable Infrastructure Capital Inc. Common Stock,United States
HAYW,Hayward Holdings Inc. Common Stock,United States
HBAN,Huntington Bancshares Incorporated Common Stock,United States
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,United States
HBCP,Home Bancorp Inc. Common Stock,United States
HBI,Hanesbrands Inc. Common Stock,United States
HBIO,Harvard Bioscience Inc. Common Stock,United States
HBNC,Horizon Bancorp Inc. Common Stock,United States
HBT,HBT Financial Inc. Common Stock,United States
HCA,HCA Healthcare Inc. Common Stock,United States
HCAT,Health Catalyst Inc Common Stock,United States
HCC,Warrior Met Coal Inc. Common Stock,United States
HCI,HCI Group Inc. Common Stock,United States
HCKT,Hackett Group Inc (The). Common Stock,United States
HCSG,Healthcare Services Group Inc. Common Stock,United States
HCTI,Healthcare Triangle Inc. Common Stock,United States
HCVI,Hennessy Capital Investment Corp. VI Class A Common Stock,United States
HCVIW,Hennessy Capital Investment Corp. VI Warrant,United States
HCWB,HCW Biologics Inc. Common Stock,United States
HCXY,Hercules Capital Inc. 6.25% Notes due 2033,United States
HD,Home Depot Inc. (The) Common Stock,United States
HDSN,Hudson Technologies Inc. Common Stock,United States
HE,Hawaiian Electric Industries Inc. Common Stock,United States
HEES,H&E Equipment Services Inc. Common Stock,United States
HEI,Heico Corporation Common Stock,United States
HEI/A,Heico Corporation,United States
HEPA,Hepion Pharmaceuticals Inc. Common Stock,United States
HEQ,John Hancock Diversified Income Fund Common Shares of Beneficial Interest,United States
HES,Hess Corporation Common Stock,United States
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,United States
HFBL,Home Federal Bancorp Inc. of Louisiana Common Stock,United States
HFFG,HF Foods Group Inc. Common Stock,United States
HFRO,Highland Opportunities and Income Fund Common Shares of Beneficial Interest,United States
HFWA,Heritage Financial Corporation Common Stock,United States
HGBL,Heritage Global Inc. Common Stock,United States
HGTY,Hagerty Inc. Class A Common Stock,United States
HGV,Hilton Grand Vacations Inc. Common Stock ,United States
HHH,Howard Hughes Holdings Inc. Common Stock,United States
HHS,Harte Hanks Inc. Common Stock,United States
HI,Hillenbrand Inc Common Stock,United States
HIFS,Hingham Institution for Savings Common Stock,United States
HIG,The Hartford Insurance Group Inc. Common Stock,United States
HII,Huntington Ingalls Industries Inc. Common Stock,United States
HIMS,Hims & Hers Health Inc. Class A Common Stock,United States
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,United States
HIPO,Hippo Holdings Inc. Common Stock,United States
HIT,Health In Tech Inc. Class A Common Stock,United States
HIW,Highwoods Properties Inc. Common Stock,United States
HIX,Western Asset High Income Fund II Inc. Common Stock,United States
HL,Hecla Mining Company Common Stock,United States
HLI,Houlihan Lokey Inc. Class A Common Stock,United States
HLIO,Helios Technologies Inc. Common Stock,United States
HLIT,Harmonic Inc. Common Stock,United States
HLLY,Holley Inc. Common Stock,United States
HLMN,Hillman Solutions Corp. Common Stock,United States
HLNE,Hamilton Lane Incorporated Class A Common Stock,United States
HLT,Hilton Worldwide Holdings Inc. Common Stock ,United States
HLVX,HilleVax Inc. Common Stock,United States
HLX,Helix Energy Solutions Group Inc. Common Stock,United States
HLXB,Helix Acquisition Corp. II Class A Ordinary Shares,United States
HMN,Horace Mann Educators Corporation Common Stock,United States
HMST,HomeStreet Inc. Common Stock,United States
HNI,HNI Corporation Common Stock,United States
HNNA,Hennessy Advisors Inc. Common Stock,United States
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,United States
HNRG,Hallador Energy Company Common Stock,United States
HNST,The Honest Company Inc. Common Stock,United States
HNVR,Hanover Bancorp Inc. Common Stock,United States
HNW,Pioneer Diversified High Income Fund Inc.,United States
HOFT,Hooker Furnishings Corporation Common Stock,United States
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,United States
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,United States
HOG,Harley-Davidson Inc. Common Stock,United States
HOLO,MicroCloud Hologram Inc. Ordinary Shares,United States
HOLOW,MicroCloud Hologram Inc. Warrant,United States
HOLX,Hologic Inc. Common Stock,United States
HOMB,Home BancShares Inc. Common Stock,United States
HON,Honeywell International Inc. Common Stock,United States
HOND,HCM II Acquisition Corp. Class A Ordinary Shares,United States
HONDU,HCM II Acquisition Corp. Unit,United States
HONDW,HCM II Acquisition Corp. Warrant,United States
HONE,HarborOne Bancorp Inc. Common Stock,United States
